riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"A biological term I am, But used to mean something destructive. I can attack your assets and leave, And cannot be found by even a detective!  A pest I am in today's world, Striking when you least expect it. I have people staying awake all night, Reconstructing everything bit by bit. Once I start I can multiply and multiply, Attack millions of my targets within hours. And leave mayhem and confusion behind, The ones unaffected literally thank their stars!  And now you must figure out, What could I possibly be? Humans need not fear me directly, But when they look to their office tables, even humans fear me!",bacteria,rabies,computer virus,malware,2
"A biological term I am, But used to mean something destructive. I can attack your assets and leave, And cannot be found by even a detective!  A pest I am in today's world, Striking when you least expect it. I have people staying awake all night, Reconstructing everything bit by bit. Once I start I can multiply and multiply, Attack millions of my targets within hours. And leave mayhem and confusion behind, The ones unaffected literally thank their stars!  And now you must figure out, What could I possibly be? Humans need not fear me directly, But when they look to their office tables, even humans fear me!",malware,computer virus,ransomware,rabies,1
"I come in many shapes, sizes, and colors. I stick to many surfaces but I am, in fact, not sticky at all. What am I?",hinge,magnet,copper tube,toothpick,1
"I come in many shapes, sizes, and colors. I stick to many surfaces but I am, in fact, not sticky at all. What am I?",hinge,cork,magnet,toothpick,2
I cause involuntary movements in your vehicle. What am I?,pillow,toothbrush,tow truck,ambulance,2
I cause involuntary movements in your vehicle. What am I?,car,tow truck,ambulance,toothbrush,1
"I can be counted to, My name is mentioned at a professional sports game, I used to have a lot of power, And I can fly. What am I?",valley,mariners,cardinal,Florida Keys,2
"I can be counted to, My name is mentioned at a professional sports game, I used to have a lot of power, And I can fly. What am I?",valley,cardinal,mariners,quinella,1
"Branches grow on its head; it wears spotted clothes. Not a donkey of a horse, it runs like the wind.",deer,coyote,giraffe,squirrel,0
"Branches grow on its head; it wears spotted clothes. Not a donkey of a horse, it runs like the wind.",moose,deer,squirrel,giraffe,1
"I am as small as a micron, stealthy like a spy, and I have always been caught. What Am I?",infection,rabies,virus,bacteria,2
"I am as small as a micron, stealthy like a spy, and I have always been caught. What Am I?",bacteria,infection,disease,virus,3
The most fabulous way to locate pots of gold.,rainbow,unicorn,sparkles,colors,0
The most fabulous way to locate pots of gold.,unicorn,rainbow,colors,banner,1
I'm a soft and furry pet. I have four legs and a long tail. I have sharp teeth and claws. I like to chase mice.  I am a.,raccoon,cat,puppy,dog,1
I'm a soft and furry pet. I have four legs and a long tail. I have sharp teeth and claws. I like to chase mice.  I am a.,raccoon,kitten,cat,puppy,2
What kind of animal lives longest in zoos?,hippo,octopus,turtles,snakes,2
What kind of animal lives longest in zoos?,octopus,snakes,turtles,sharks,2
"They can float and tickle, but their sound is rarely heard unless you're a pillow or bird. What are they?",birds,yeast,Evaporated milk,feathers,3
"They can float and tickle, but their sound is rarely heard unless you're a pillow or bird. What are they?",feathers,birds,Evaporated milk,fangs,0
I increase head turning rate tremendously for girls at beaches. What am I?,lingerie,sundress,bikini,underwear,2
I increase head turning rate tremendously for girls at beaches. What am I?,bikini,underwear,sundress,thong,0
You do not want me but If you get me you do not want to lose me,lawsuit,defendant,defamation,estate,0
You do not want me but If you get me you do not want to lose me,lawsuit,subpoena,estate,defendant,0
What was the pilgrim favorite type of music?,Delaware,Columbus,Plymouth Rock,Florida Keys,2
What was the pilgrim favorite type of music?,Columbus,Delaware,Plymouth Rock,valley,2
Travelling far before reaching my rest.Received by some as an unwelcome guest. Before proceeding with your morning ride.Unceremoniously cast aside. Others wish for me to adorn their slopes.Fulfilling their recreational hopes. What am I?,winter,Hydrogen peroxide,snow,oxygen,2
Travelling far before reaching my rest.Received by some as an unwelcome guest. Before proceeding with your morning ride.Unceremoniously cast aside. Others wish for me to adorn their slopes.Fulfilling their recreational hopes. What am I?,oxygen,snow,winter,rain,1
"One time every year, there is a very special day. Little have the same, everyone party a different way.",Christmas,b-day,anniversary,birthday,3
"One time every year, there is a very special day. Little have the same, everyone party a different way.",bday,Christmas,birthday,b-day,2
"It's voice is like a burp, Will swallow with a slurp, You'll never hear it chirp. Kiss it with a wince, Might turn into a prince.",frog,crab,lizard,bird,0
"It's voice is like a burp, Will swallow with a slurp, You'll never hear it chirp. Kiss it with a wince, Might turn into a prince.",frog,snake,crab,bird,0
What is a skeleton's favorite snack?,raccoon,oxtails,Spare ribs,dry rub,2
What is a skeleton's favorite snack?,oxtails,puppy,dry rub,Spare ribs,3
"My first, a distorted picture it does portray.My second notices when trouble comes its way.My whole may shed some light when suspecting foul play. What am I?",breathalyzer,lie detector,teddy bear,polygraph,1
"My first, a distorted picture it does portray.My second notices when trouble comes its way.My whole may shed some light when suspecting foul play. What am I?",breathalyzer,polygraph,mattress,lie detector,3
What can you hold but not touch and release without throwing?,fresh air,breath,oxygen,awakening,1
What can you hold but not touch and release without throwing?,fresh air,breath,oxygen,lungs,1
"I have 4 main points, but I'm round you see. In the bush you would be, possibly lost without me.",compass,flashlight,map,navigation,0
"I have 4 main points, but I'm round you see. In the bush you would be, possibly lost without me.",flashlight,compass,map,coordinates,1
"""The first ""R"" in ""R&R"" stands for what?""",mattress,rest,lamp,crud,1
"""The first ""R"" in ""R&R"" stands for what?""",lamp,teddy bear,rest,mattress,2
It's a name it's a game it's in a deck of cards.,Jack,Snape,John,Aragog,0
It's a name it's a game it's in a deck of cards.,Snape,Jack,John,David,1
"I'm never there when you need me, For me you'll have to wait,  I'll provide a wealth of knowledge, But always just too late,  What am I?",yeah,foresight,hindsight,retrospect,2
"I'm never there when you need me, For me you'll have to wait,  I'll provide a wealth of knowledge, But always just too late,  What am I?",hindsight,past,yeah,retrospect,0
What is the saddest fruit in the world?,mango,citrus,grape,blueberry,3
What is the saddest fruit in the world?,grape,citrus,strawberry,blueberry,3
Discharging is what I do.It's my way of serving you. Ingredients you supply.Extract their essence do I. Push my buttons; make me start.Now it's time to do my part. A tumultuous event.During which I've steam to vent. A contrivance that expels.Found in the place where one dwells. I deliver refreshment.A most worthwhile investment. What am I?,beer,coffee maker,caffeine,microwave,1
Discharging is what I do.It's my way of serving you. Ingredients you supply.Extract their essence do I. Push my buttons; make me start.Now it's time to do my part. A tumultuous event.During which I've steam to vent. A contrivance that expels.Found in the place where one dwells. I deliver refreshment.A most worthwhile investment. What am I?,microwave,caffeine,coffee maker,stove,2
"I am used to live, to get what you need, You have all used me, I come from many different places, On me are many different faces. Every country is in need of me. Too little of me has been a cause for poverty, I am a primary target for people to steal. If you think I am power, you are getting close. What am I?",monies,penny,money,wealth,2
"I am used to live, to get what you need, You have all used me, I come from many different places, On me are many different faces. Every country is in need of me. Too little of me has been a cause for poverty, I am a primary target for people to steal. If you think I am power, you are getting close. What am I?",penny,windmills,money,monies,2
"I love this stuff!  Can't get enough. I seek out new excuses.To eat too much. I even try .To seek out medicinal uses. It's good for my heart.  (I love that part.) .It cheers  me when I'm gloomy. It can make me fat, but who cares about that? I just buy my clothes big and roomy. I love its many splendored  forms. I love it in liquid or block. I love it light! I love it dark! But I fear people are in for a shock. Some say that Heaven's streets, so fair, Are paved with solid gold. That would be grand, but here's my plan, When life's final bell is tolled. I'll wander more flavorful streets all day. Ah! 'Twould be such a treat, At the end of my life, to sit on a cloud, And happily lick my feet. Now it is time to guess my vice. Try to name it, and if you do, I'll let the word roll off my tongue, But I won't share any with you.",sweets,caffeine,beer,chocolate,3
"I love this stuff!  Can't get enough. I seek out new excuses.To eat too much. I even try .To seek out medicinal uses. It's good for my heart.  (I love that part.) .It cheers  me when I'm gloomy. It can make me fat, but who cares about that? I just buy my clothes big and roomy. I love its many splendored  forms. I love it in liquid or block. I love it light! I love it dark! But I fear people are in for a shock. Some say that Heaven's streets, so fair, Are paved with solid gold. That would be grand, but here's my plan, When life's final bell is tolled. I'll wander more flavorful streets all day. Ah! 'Twould be such a treat, At the end of my life, to sit on a cloud, And happily lick my feet. Now it is time to guess my vice. Try to name it, and if you do, I'll let the word roll off my tongue, But I won't share any with you.",caffeine,beer,ice cream,chocolate,3
