,question,choice_list,choice_order
173,I absolutely love holding your buns all day. What am I?,"['A sandwich', 'A pillow', 'A hair tie.', 'A baseball glove']",[2]
174,I drip when you take me in the mouth. What am I?,"['Popsicle', 'Slushie', 'Milkshake', 'Ice-cream.']",[3]
175,What gets wetter when things get steamy?,"['Raincoats', 'Umbrellas', 'Steamboats.', 'Showers']",[2]
176,"Every man has me. I'm a word that begins with the letter ""P"" and for me to grow, I need stimulation. What am I?","['The passion of a dream', 'The pupils of his eye.', 'The power of love', 'The petals of a flower']",[1]
177,"You use your hand to whack me off, the bigger I am, the louder I make people scream. What am I?","['A snake', 'A spider.', 'A lion', 'A thunderstorm']",[1]
178,"I am a five letters word starting with ""P"". Women really love to get their hands on me. What am I?","['Perfume', 'Phone', 'Purse.', 'Pillow']",[2]
179,"I am dirty, I love being filled with wood, but someone only goes down on me once a year. What am I?","['A grill', 'A fireplace.', 'A bonfire', 'A chimney']",[1]
180,"Some people prefer being on top, others prefer being on the bottom, and it always involves a bed. What is it?","['A hammock', 'A futon', 'A sleeping bag', 'A bunk bed.']",[3]
181,What does a man have in his trousers that a lady doesn't want on her face?,"['Acne', 'Beard', 'Mustache', 'Wrinkles.']",[3]
182,What do men keep in their pants that their partners sometimes blow?,"['Money.', 'Wallet', 'Phone', 'Keys']",[0]
183,I have a stiff shaft. My tip penetrates. I come with a quiver. What am I?,"['A pencil', 'An arrow.', 'A screwdriver', 'A knitting needle']",[1]
184,What is super hard and goes into a tiny hole?,"['A rock', 'A key.', 'A hammer', 'A brick']",[1]
185,You have to blow it to play with it. What is it?,"['A balloon.', 'A whistle', 'A harmonica', 'A trumpet']",[0]
186,What's long and hard and has the word 'cum' in it?,"['A cucumber.', 'A curriculum', 'A column', 'A cumulus']",[0]
187,"What is six inches long, sweet on the lips, and goes down better with butter?","['Ice cream cone', 'Carrot', 'Corn on the cob.', 'Banana']",[2]
188,What do you insert in a small hole and twist all the way around?,"['A pencil', 'A key', 'A Q-tip.', 'A screwdriver']",[2]
189,You can't taste it unless you undress it. What is it?,"['A watermelon', 'A pineapple', 'A cucumber', 'A banana.']",[3]
190,You play with it at night and it vibrates. What is it?,"['A flashlight', 'A toothbrush', 'A cell phone.', 'A guitar']",[2]
191,"What's at least six inches long, goes in your mouth, and is more fun when it vibrates?","['A lollipop', 'A spoon', 'An electric toothbrush.', 'A pencil']",[2]
192,"I go in hard, come out soft, and you love to blow me. What am I?","['Cotton candy', 'Balloon', 'Chewing gum.', 'Bubble gum']",[2]
193,I am always hard when dry but smooth and soft when wet. What am I?,"['Sand', 'Rock', 'Paper', 'Sponge.']",[3]
194,What's long and hard when it's young and soft and small when it's old?,"['A candle.', 'A tree', 'A snake', 'A pencil']",[0]
195,What does a woman have two of that a cow has four of?,"['Ears', 'Legs.', 'Arms', 'Eyes']",[1]
196,"What's white, sticky, and better to spit than to swallow?","['Glue', 'Toothpaste.', 'Marshmallow', 'Yogurt']",[1]
197,"What's made of rubber, handed out at some schools, and exists to prevent mistakes?","['Chalk', 'Whiteout', 'Pencils', 'Erasers.']",[3]
198,I'm great for protection. You use your fingers to get me off. What am I?,"['Socks', 'Hat', 'Sunglasses', 'Gloves.']",[3]
199,"What gets longer if pulled, fits snugly between breasts, slides neatly into a hole, chokes people when used incorrectly, and works well when jerked?","['A scarf', 'A necklace', 'A seatbelt.', 'A shoelace']",[2]
200,"What's beautiful and natural, but gets prickly if it isn't trimmed regularly?","['The rose bush', 'The hedge', 'The lawn.', 'The cactus']",[2]
201,"I assist with erections. Sometimes, giant balls hang from me. I'm known as a big swinger. What am I?","['A crane.', 'A construction worker', 'A trapeze artist', 'A flagpole']",[0]
202,"When I go in, I can cause some pain. I'll fill your holes when you ask me to. I also ask that you spit and not swallow. What am I?","['Your dentist.', 'Toothpaste', 'Floss', 'Mouthwash']",[0]
203,"I start with a ""p"" and end with ""o-r-n."" I'm a major player in the film industry. What am I?","['Butter', 'Actor', 'Popcorn.', 'Movie']",[2]
204,I'm spread out before being eaten. Your tongue gets me off. Sometimes people lick my nuts. What am I?,"['Peanut butter.', 'Almond butter', 'Hazelnut butter', 'Cashew butter']",[0]
205,All day long it's in and out. I discharge loads from my shaft. Both men and women go down on me. What am I?,"['A train', 'An elevator.', 'A water slide', 'A roller coaster']",[1]
206,"What four-letter word begins with ""f"" and ends with ""k,"" and if you can't get it you can always just use your hands?","['""A sock""', '""A duck""', 'A fork.', '""A book"" ']",[2]
207,"I come in a lot of different sizes. Sometimes, I drip a little. If you blow me, it feels really good. What am I?","['A leaky pipe', 'A faucet', 'A water droplet', 'Your nose.']",[3]
208,"What's a four-letter word that ends in ""k"" and means the same as intercourse?","['Speak', 'Converse', 'Chat', 'Talk.']",[3]
209,What month are trees scared of?,"['Sep-timber.', '""Oct-ober""', '""Dec-ember""', '""Nov-ember"" ']",[0]
210,Who walks little pumpkins across the road to school?,"['The pumpkin farmer', 'The school bus driver', 'The scarecrow', 'The crossing gourd.']",[3]
211,What did the ocean say to the ship's captain?,"['""I\'m ready to set sail""', '""Prepare for a storm""', 'Nothing, it just waved.', '""Smooth sailing ahead""']",[2]
212,"I produce moisture and oxygen into the air.When it gets cold, I change colors.When it freezes, I fall down, even if it's not slippery.What am I?","['A flower', 'A waterfall', 'A leaf.', 'A cloud']",[2]
213,How can you tell a dogwood tree apart from other trees?,"['By its height', 'By its flowers', 'By its bark.', 'By its leaves']",[2]
214,"I make ash, but I'm not a bonfire.I can expel rocks, but I'm not a slingshot.I can be a mountain, but I'm not in the Himalayas.I have a crater, but I'm not the Moon.I erupt, but I don't have a bad temper.What am I?","['Mount Everest', 'A campfire', 'A volcano.', 'A catapult']",[2]
215,"If fruit comes from a fruit tree, where does chicken come from?","['A vegetable-tree', 'A poul-tree.', 'A fish-tree', 'A cow-tree']",[1]
216,"What has no hands, no feet, no head, and no body, but can open any door?","['A key', 'A lock', 'The wind.', 'A doorknob']",[2]
217,"When rain falls, does it ever get up again?","['""No', '""No', '""Yes', 'Yes, in dew time.']",[3]
218,"I gently patter on the roof at night. I mutter quietly and lull you to sleep, asking, ""All sleeping? All right!""What am I?","['Thunder', 'Rain.', 'Snow', 'Wind']",[1]
219,"If you like being in nature and want to camp overnight, you can sleep in one of these.What is it?","['Cabin', 'Hammock', 'Sleeping bag', 'A tent.']",[3]
220,"There is a common plantThat's like something in the sky.It is bright yellow,And grows to be 10 feet high.What is it?","['A dandelion', 'A daisy', 'A sunflower.', 'A marigold']",[2]
221,What tree grieves the most?,"['The mourning maple', 'The sad oak', 'The sorrowful pine', 'The weeping willow.']",[3]
222,What animal can jump higher than a tree?,"['Squirrel', 'Kangaroo', 'Giraffe', ""All of them! Trees can't jump.""]",[3]
223,I have lots of bark but no bite. What am I?,"['A fence', 'A dog', 'A squirrel', 'A tree.']",[3]
224,What did the bat say to his date?,"['""You are fun to hang out with.""', '""You\'re a real night owl.""', '""Let\'s fly away together.""', '""I\'m batty for you.""']",[0]
225,"I come in a box and melt in your hands, I'm a Valentine's day gift that's widely loved.What Am I?","['Jewelry', 'Chocolate.', 'Flowers', 'Teddy bear']",[1]
226,What did the walnut say as he was proposing to the almond?,"['""You drive me nutty.""', '""You\'re the nut for me.""', '""I\'m going nuts over you.""', '""I am nuts about you.""']",[3]
227,"It could be delivered by mail, email, by hand, or even by pigeon.It is sometimes short, sometimes lengthy, and with deep, profound, or simple feelings.What is it?","['A grocery list', 'A birthday card', 'A text message', 'A love letter.']",[3]
228,Lipsticks come in this colorAnd some ladybugs as well.And on Valentine's DayThis color roses many shops sell.What color is it?,"['White', 'Red.', 'Pink', 'Purple']",[1]
229,"I have wings, but I'm no bird.I have a bow and arrow, but I'm not Robin Hood.I'm a Roman god, but I'm not Jupiter.I look like a toddler, but I need no diaper.My image expresses love, but I'm not a heart.Who am I?","['Cupid.', 'Eros', 'Hermes', 'Aphrodite ']",[0]
230,"Balloons and cards, and bearsUse this red shape to sayThat I love you so muchEvery Valentine's Day.What is it?","['A heart.', 'A box of chocolates', 'A flower', 'A love letter']",[0]
231,"I come in many shades: red, pink, yellow, orange, or white; but I'm not a crayon.I'm fragrant, but I'm not perfume.People put me in water, but I'm not dirty laundry.I have a stem, but I'm not a wine glass.People gift me on Valentine's day, but I'm not a stuffed animal.What am I?","['A sunflower', 'A rose.', 'A daisy', 'A tulip']",[1]
232,What did one train say to his sweetheart on Valentine's day?,"['""I rail-y like you!""', '""You\'re my locomotive love!""', 'I choo-choo-choose you!', '""You\'re on the right track!""']",[2]
233,What did the octopus say to his crush on Valentine's day?,"['""You octopi my thoughts', '""I\'m tentacled by your beauty', 'I would like to hold your hand, hand, hand, hand, hand, hand, hand, hand.', '""I\'m ink-love with you']",[2]
234,What did one lightbulb say to the other lightbulb on Valentine's day?,"['""You light up my life.""', 'I love you watts and watts.', '""I\'m electrified by you.""', '""You\'re the brightest thing in my world.""']",[1]
235,What did one oar say to the other on Valentine's day?,"['""Let\'s paddle our way to love!""', '""Rowing into your heart""', 'How about a little row-mance?', '""Oar you ready for some romance?""']",[2]
236,What do you call a rather small Valentine?,"['A sweetheart', 'A lovebug', 'A valentiny.', 'A tinyval']",[2]
237,What did the chocolate sauce confess to the ice cream?,"[""I'm sweet on you."", '""I\'m cold-hearted.""', '""I\'m melting for you.""', '""I\'m nuts about you.""']",[0]
238,What did the envelope say to the stamp on Valentine's Day?,"['""You\'re my mail attraction.""', '""You\'re the postage to my heart.""', '""We\'re sealed with love.""', ""I'm stuck on you.""]",[3]
239,"A truck driver and a doctor fell in love with the same woman. The truck driver had to go on a weekend trip. Before leaving, he gave the woman 2 apples. Why?","['The truck driver gave the woman 2 apples as a parting gift, something for her to enjoy while he is away.', 'Because an apple a day keeps the doctor away!', 'The truck driver gave the woman 2 apples as a gesture of goodwill, a simple and thoughtful present.', 'The truck driver gave the woman 2 apples as a symbol of his affection and to show that he cares about her health.']",[1]
240,"Artichokes are considered to be the most loving vegetable, but why?","['""They are red.""', '""They are often given as gifts on Valentine\'s Day.""', 'They have hearts.', '""They are shaped like hearts.""']",[2]
241,One of Santa's reindeer also works on Valentine's Day? Which one?,"['Prancer', 'Dasher', 'Cupid.', 'Vixen']",[2]
242,What flower sounds very kissable?,"['Daisies', 'Sunflowers', 'Tulips.', 'Roses']",[2]
243,"I'm tiny but quite expensive. But when you use me, all I do is hang and sparkle.What Valentine's Day gift am I?","['Necklace', 'Ring', 'Earrings.', 'Bracelet']",[2]
244,"I am another word for love, and I consist of nine letters. I rhyme with selection and perfection.What am I?","['Fondness', 'Admiration', 'Affection.', 'Devotion']",[2]
245,"I can make you happy, I can make you cry. I can make you want me, but I can also drive people to madness.What am I?","['Fear', 'Money', 'Power', 'Love.']",[3]
246,Did Adam and Eve ever have a date?,"['Yes', 'Maybe', 'No', 'No, but they surely had apples.']",[3]
247,"When I'm lost, I hurt the most, as well as when not had at all. I'm often hard to express and easy to ignore. You can give me to just one person, or to many. What am I?","['Loneliness', 'Love.', 'Pain', 'Indifference']",[1]
