riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"I break knots in every strand, Helping those who have it at hand, Often found inside the spot, Where cleaning's done quite a lot. What am I?",hairbrush,vibrator,dildo,dandruff,0
Care on lip. What is the anagram word?,marble,ceramic,porcelain,ivory,2
Care on lip. What is the anagram word?,wood,ceramic,porcelain,marble,2
"I am not a human, nor am I an animal. I have eyes, but cannot see, and I have hair that you cannot comb. My brown skin has several layers but this seems a paradox, because one is smooth and the other is hard. My skin protects my soft white flesh; and within my flesh is my opaque blood. What am I?",cashew,avocado,cinnamon,coconut,3
"I am not a human, nor am I an animal. I have eyes, but cannot see, and I have hair that you cannot comb. My brown skin has several layers but this seems a paradox, because one is smooth and the other is hard. My skin protects my soft white flesh; and within my flesh is my opaque blood. What am I?",coconut,cinnamon,cashew,hazelnut,0
"The more you share me, The more you'll have without making me any smaller. I can help you see or destroy you. What am I?",lightning,flammable,blood,flame,3
"The more you share me, The more you'll have without making me any smaller. I can help you see or destroy you. What am I?",torch,flammable,flame,lightning,2
I plunge but don't fall. I'm sharp but not smart. I'm disposable but lifesaving. What am I?,bottle,syringes,plunger,syringe,3
I plunge but don't fall. I'm sharp but not smart. I'm disposable but lifesaving. What am I?,syringe,plunger,bottle,needle,0
"""What does it mean to ""backstab"" somebody?""",helicopter,defeat,betray,meteor,2
"""What does it mean to ""backstab"" somebody?""",meteor,betray,defeat,seduce,1
It’s as old as the day is long and often comes in song It’s sometimes wet but mostly dry It can come in pairs and also squares It’s ugly and beautiful all in the same crucible Some only stare while others compare From big to small it can conquer all  What is it?,humorous,rhetorical,sarcastic,facetiously,1
It’s as old as the day is long and often comes in song It’s sometimes wet but mostly dry It can come in pairs and also squares It’s ugly and beautiful all in the same crucible Some only stare while others compare From big to small it can conquer all  What is it?,humorous,condescending,sarcastic,rhetorical,3
"I have one, you have one. If you remove the first letter, a bit remains. If you remove the second, bit still remains. After much trying, you might be able to remove the third one also, but it remains. It dies hard!",habit,habbit,caffeine,wonder years,0
"I have one, you have one. If you remove the first letter, a bit remains. If you remove the second, bit still remains. After much trying, you might be able to remove the third one also, but it remains. It dies hard!",reflex,habit,caffeine,wonder years,1
"I am usually colorful and my sound echoes throughout the pitch black night. On a few special occasions every year, I am let off for people to come and see. What am I?",lightning,fireworks,flammable,firecrackers,1
"I am usually colorful and my sound echoes throughout the pitch black night. On a few special occasions every year, I am let off for people to come and see. What am I?",firecrackers,balloons,lightning,fireworks,3
"The fewer of me you have, the more I am worth. What am I?",moon,buddies,friends,sky,2
"The fewer of me you have, the more I am worth. What am I?",friends,buddies,sky,family members,0
You do this into someone's ear when you want to be discreet.,howl,recluse,whisper,chaperone,2
You do this into someone's ear when you want to be discreet.,howl,lullaby,chaperone,whisper,3
"My first is a butter never seen on a plate; My second a licker that naughty boys hate; My whole is a charger, not quite out of date.",gas tube,piston,ramrod,hammer,2
"My first is a butter never seen on a plate; My second a licker that naughty boys hate; My whole is a charger, not quite out of date.",gas tube,piston,trigger guard,ramrod,3
What has arms and legs but no head?,desk,seat,chair,wig,2
What has arms and legs but no head?,chair,dandruff,desk,seat,0
A colourful bird that talks.,lizard,parrot,squirrel,bird,1
A colourful bird that talks.,bird,parrot,frog,squirrel,1
"What we caught, we threw away. We kept what we didn't catch. What was it that we kept?",dandruff,fungus,lice,germs,2
"What we caught, we threw away. We kept what we didn't catch. What was it that we kept?",fungus,rabies,germs,lice,3
Canine children. What am I?,puppy,bulldog,kitten,cat,0
Canine children. What am I?,dog,puppy,bulldog,cat,1
I can wake you up in the morning but I require no electricity or winding. What am I?,sword,squirrel,bird,rooster,3
I can wake you up in the morning but I require no electricity or winding. What am I?,bird,rooster,axe,squirrel,1
Whats the answer to this rhyme?I am found beneath a chimney. And when it is Christmas time. I have stockings hung over me. What am I?,fireplace,sofa,flammable,balcony,0
Whats the answer to this rhyme?I am found beneath a chimney. And when it is Christmas time. I have stockings hung over me. What am I?,fireplace,lightning,flammable,sofa,0
"A young child goes up to a wise man and shocks him by asking him,",parents,mom,lightning,siblings,0
"A young child goes up to a wise man and shocks him by asking him,",lightning,parents,flammable,siblings,1
"All people should value me. I can be a silent agreement between two people, or I can be as friendly as possible. Few have true versions of me. I can be strong and faithful, or weak and bitter. Few choose not to have me at all. What am I?",friendship,affection,romantic feelings,marriage,0
"All people should value me. I can be a silent agreement between two people, or I can be as friendly as possible. Few have true versions of me. I can be strong and faithful, or weak and bitter. Few choose not to have me at all. What am I?",friendship,marriage,romantic feelings,relationship,0
Both cockroaches and illegal drug laboratories or syndicates do fear this.,dungeon,raid,fireteam,leviathan,1
Both cockroaches and illegal drug laboratories or syndicates do fear this.,leviathan,pvp,raid,fireteam,2
I wrap around your neck tightly But don't hurt you. I go on forever But am small. I can be for cold and for hot Dry and wet.  What am I?,shirt,hoodie,jacket,scarf,3
I wrap around your neck tightly But don't hurt you. I go on forever But am small. I can be for cold and for hot Dry and wet.  What am I?,jacket,hoodie,bandanna,scarf,3
what goes all the way around the world but can't move?,moon,orbit,sun,asteroid,0
what goes all the way around the world but can't move?,jupiter,asteroid,moon,orbit,2
A person that your mother and your father born and not your brother and sister. Who is it?,they,Twitter,you,Instagram,2
A person that your mother and your father born and not your brother and sister. Who is it?,you,Twitter,we,they,0
What bone has a sense of humor?,humorous,hilarious,entertaining,laugh,0
What bone has a sense of humor?,laugh,clever,humorous,entertaining,2
A performer counts on these folks for applause.,audience,theater,spectacle,shock value,0
A performer counts on these folks for applause.,theater,spectacle,viewers,audience,3
"I am the opposite of the opposite of left, and I am always incorrect. I start silently, but the rest of me can easily be heard.  What word am I?",homophones,wrong,right,error,1
"I am the opposite of the opposite of left, and I am always incorrect. I start silently, but the rest of me can easily be heard.  What word am I?",right,stupid,wrong,homophones,2
"Found in water not in oxygen, Found in air not in nitrogen, Found in methane as well as in ethane, And people call me number one. Name me please. Hold on, don't get confused. I am not there in calcium.",bacteria,iodine,hydrogen,helium,2
"Found in water not in oxygen, Found in air not in nitrogen, Found in methane as well as in ethane, And people call me number one. Name me please. Hold on, don't get confused. I am not there in calcium.",hydrogen,helium,iodine,fission,0
"I have a face and two hands, but I have no arms or legs. Six plus seven is one. What am I?",spiral staircase,timeout,ticking,clock,3
"I have a face and two hands, but I have no arms or legs. Six plus seven is one. What am I?",lamp,clock,timeout,spiral staircase,1
"Many have heard me, but nobody has seen me, and I will not speak back until spoken to. What am I?",concur,echo,sandwich,pretzel,1
"Many have heard me, but nobody has seen me, and I will not speak back until spoken to. What am I?",concur,resonate,sandwich,echo,3
"I started out green, then went to black. From solid to liquid, and sometimes gas. Now everywhere you see me. I'm clear, opaque, or solid you see. What am I?",wood,plastic,cardboard,silicone,1
"I started out green, then went to black. From solid to liquid, and sometimes gas. Now everywhere you see me. I'm clear, opaque, or solid you see. What am I?",wood,cardboard,plastic,aluminum,2
The most foreign visitor you could imagine.,alien,spaceship,fossil,investigator,0
The most foreign visitor you could imagine.,alien,lizard,investigator,fossil,0
"I am whole but incomplete. I have no eyes, yet I see. You can see, and see right through me. My largest part is one fourth of what I once was.",bones,skeleton,corpse,skull,1
"I am whole but incomplete. I have no eyes, yet I see. You can see, and see right through me. My largest part is one fourth of what I once was.",skeleton,bones,zombie,skull,0
People chop this off for a good cause.,wig,eyebrows,hair,dandruff,2
People chop this off for a good cause.,eyebrows,hair,wig,beard,1
"If you run, you will need me, If you live, you will breathe me. When you climb a mountain, I will start to disappear, No matter how hard you listen, No sound will enter your ear. I'm a reason you're alive, Without me you would surely die. The way I come in is not the way I get out, Another hint is that you use me more when you shout. Without a helper I would not get in or out at all. What am I, and what is my helper?",hydrogen,oxygen,Carbon dioxide,methane,1
