riddle,choice0,choice1,choice2,choice3,(index of correct choice)
"Always wooden and covered in paint. It can make you laugh or hide, because something dark is inside. What is it?",sharpie,crayon,pencil,paintbrush,2
"Always wooden and covered in paint. It can make you laugh or hide, because something dark is inside. What is it?",crayon,sharpie,pencil,eraser,2
Someone who is enthusiastic about tending the garden is said to have this appendage.,green thumb,clouds,fruit trees,moon,0
Someone who is enthusiastic about tending the garden is said to have this appendage.,fruit trees,green thumb,clouds,orchids,1
I'm a weight on your shoulders and only bring you down. My only weakness is above you. What am I?,helium balloon,geometry,gravity,air resistance,2
I'm a weight on your shoulders and only bring you down. My only weakness is above you. What am I?,buoyancy,helium balloon,gravity,air resistance,2
What do race car drivers eat for breakfast?,buffets,Fast food,chain restaurants,ihop,1
What do race car drivers eat for breakfast?,chain restaurants,Fast food,buffets,cafeteria,1
Lights downfall and shadows pride,evening,silhouette,night,sky,2
Lights downfall and shadows pride,morning,night,evening,sky,1
"I have existed for centuries, but last only a month. What am I?",clown,eclipses,lunar cycle,zodiac,2
"I have existed for centuries, but last only a month. What am I?",liar,clown,lunar cycle,zodiac,2
"If I'm behind I speed up, if I'm in front I speed up, but if you ignore me your in trouble.   What am I?",highway,Atlantic,Stop sign,red light,2
"If I'm behind I speed up, if I'm in front I speed up, but if you ignore me your in trouble.   What am I?",freeway,Atlantic,Stop sign,red light,2
I start at rd and end at green?  What am i,banana,grape,cucumber,watermelon,3
I start at rd and end at green?  What am i,pineapple,watermelon,grape,cucumber,1
"Like a middle pillar I stand among 6, all 9 of my characters make me the largest to exist.",Thursday,tomorrow,Tuesday,wednesday,3
"Like a middle pillar I stand among 6, all 9 of my characters make me the largest to exist.",wednesday,tomorrow,friday,Tuesday,0
"John works in a butchers shop. He is 1m 25cm tall, wears a size 7 shoes. What does he weigh?",beef,before,meat,second,2
"John works in a butchers shop. He is 1m 25cm tall, wears a size 7 shoes. What does he weigh?",second,chicken,meat,before,2
Ca Ca Ca Ca Ca Ca Ca Ca Ca,raccoon,rabbit,canine,animal,2
Ca Ca Ca Ca Ca Ca Ca Ca Ca,rabbit,canine,dog,animal,1
What type of dress can never be worn?,Atlantic,solve,acknowledge,address,3
What type of dress can never be worn?,acknowledge,solve,highway,address,3
What gets shorter when you close your arm?,drawstring,hoodie,sleeve,armor,2
What gets shorter when you close your arm?,armor,sleeve,sword,hoodie,1
"When the creeper passes, all the grass kneels.",ride,plow,highway,Atlantic,1
"When the creeper passes, all the grass kneels.",blast,Atlantic,highway,plow,3
"Destroyer of the unbreakable, more of me is hidden than seen.",glacier,lava,ocean,iceberg,3
"Destroyer of the unbreakable, more of me is hidden than seen.",glacier,island,iceberg,ocean,2
I am mostly seen outside. I will brighten up your day. Sometimes I will even hide.or chase away the grey.,Thursday,moon,sun,Friday,2
I am mostly seen outside. I will brighten up your day. Sometimes I will even hide.or chase away the grey.,Friday,night sky,Thursday,sun,3
"I am a queen, beautiful and .Covered with a sweet fragrance, Guarded by five guardsmen, Two of them clean-shaven, Two of them unshaven, And the last one half-shaven. What am I?",escalator,fell,stairs,rose,3
"I am a queen, beautiful and .Covered with a sweet fragrance, Guarded by five guardsmen, Two of them clean-shaven, Two of them unshaven, And the last one half-shaven. What am I?",fell,rose,spiked,stairs,1
"As soft as silk, as white as milk, as bitter as gall, a thick green wall, and a green coat covers me all.",oak,wood,walnut,cashew,2
"As soft as silk, as white as milk, as bitter as gall, a thick green wall, and a green coat covers me all.",cedar,oak,cashew,walnut,3
I am the only organ in the human body that gave itself it's own name. What am I?,serotonin,hyphen,brain,neurons,2
I am the only organ in the human body that gave itself it's own name. What am I?,hyphen,comma,neurons,brain,3
I have a toungue but cannot talk. I have no legs but sometimes walk. What am I?,sandal,pants,shoe,sock,2
I have a toungue but cannot talk. I have no legs but sometimes walk. What am I?,pants,shoe,sock,laces,1
What goes through a door but never goes in and never comes out?,Hawaii,keyhole,flap,sliding door,1
What goes through a door but never goes in and never comes out?,flap,Maine,keyhole,Hawaii,2
Something you carry while singing.,downpipe,tune,riff,urine,1
Something you carry while singing.,downpipe,kidney,riff,tune,3
What measures out time until in time all is smashed to it?,sand,pants,mud,rocks,0
What measures out time until in time all is smashed to it?,mud,shoe,pants,sand,3
"My first is at the beginning of race, My second at the end of face. My third is at the beginning of a word in a question, The fourth is in a word for ""to question"". My fifth is in race, yet not in ace, And for the last, I am starting done. What am I?",civil,prize,reward,boundaries,2
"My first is at the beginning of race, My second at the end of face. My third is at the beginning of a word in a question, The fourth is in a word for ""to question"". My fifth is in race, yet not in ace, And for the last, I am starting done. What am I?",reward,survival,civil,prize,0
What did the moutian climber name his son?,waterfall,ledge,mountain,cliff,3
What did the moutian climber name his son?,hill,waterfall,mountain,cliff,3
"I tear paper but I'm not mad, I wear a purse but it's not a fad.Who am I?",train,comma,subway,station,0
"I tear paper but I'm not mad, I wear a purse but it's not a fad.Who am I?",hyphen,comma,train,subway,2
"It can be said: To be gold is to be good; To be stone is to be nothing; To be glass is to be fragile; To be cold is to be cruel; Unmetaphored, what am I?",second,blood,stomach,heart,3
"It can be said: To be gold is to be good; To be stone is to be nothing; To be glass is to be fragile; To be cold is to be cruel; Unmetaphored, what am I?",stomach,heart,before,second,1
"Who is bigger: Mr. Bigger, Mrs. Bigger, or their baby?",Atlantic,daughter,baby,fetus,2
"Who is bigger: Mr. Bigger, Mrs. Bigger, or their baby?",fetus,baby,highway,Atlantic,1
You use me. I keep you neat. Every once in a while you empty me out. What am i?,sharpie,eraser,screwdriver,pencil sharpener,3
You use me. I keep you neat. Every once in a while you empty me out. What am i?,screwdriver,pencil sharpener,sharpie,paintbrush,1
"It's shorter than the rest, but when you're happy, you raise it up like it's the best. What is it?",moon,tongue,thumb,clouds,2
"It's shorter than the rest, but when you're happy, you raise it up like it's the best. What is it?",cake day,tongue,thumb,clouds,2
"Paint me up to look real good, Then take me to the shop to maintain under the hood. Use a small brush to make no mistake, Or just replace me with something fake.What am I?",fingernail,razor blade,eyeball,toothpick,0
"Paint me up to look real good, Then take me to the shop to maintain under the hood. Use a small brush to make no mistake, Or just replace me with something fake.What am I?",eyeball,fingernail,razor blade,tweezers,1
One word in this sentence is misspelled. What word is it?,typo,winter,rainstorm,misspelled,3
One word in this sentence is misspelled. What word is it?,rainstorm,misspelled,spelt,winter,1
"I saw a strange creature, Long, hard, and straight, Thrusting in a round, dark, opening, Preparing to discharge its load of lives, Puffing and squealing noises accompanied it, Then a final screech as it slowed and stopped.",subway train,elevator,comma,hyphen,0
"I saw a strange creature, Long, hard, and straight, Thrusting in a round, dark, opening, Preparing to discharge its load of lives, Puffing and squealing noises accompanied it, Then a final screech as it slowed and stopped.",subway train,airport,comma,elevator,0
"I often hang upside down.High, high above the ground.I'm in books, movies, television, too.Where I often scare you.When you are awake I am asleep .I don't make a single peep.But during the night I do hunt.For flies and fruit that I can munch.Some say that I am in disguise .That I can metamorphasize. What am I?",bat,hitter,shoulder,pillow,0
"I often hang upside down.High, high above the ground.I'm in books, movies, television, too.Where I often scare you.When you are awake I am asleep .I don't make a single peep.But during the night I do hunt.For flies and fruit that I can munch.Some say that I am in disguise .That I can metamorphasize. What am I?",bat,homerun,pillow,hitter,0
"There is a green house, inside it there is white house, inside it there is red house and inside it there are lots of black babies. ??????? Who I am???",watermelon,grape,banana,cucumber,0
"There is a green house, inside it there is white house, inside it there is red house and inside it there are lots of black babies. ??????? Who I am???",banana,pineapple,cucumber,watermelon,3
"What has an eye, but cannot see, and leaves destruction in its path?",shoulder,hurricane,tornado,sandal,1
"What has an eye, but cannot see, and leaves destruction in its path?",hurricane,tornado,shoulder,earthquake,0
People always ask for me even though they don't like to face me.  What am I?,liar,ignorance,facts,truth,3
People always ask for me even though they don't like to face me.  What am I?,ignorance,lies,liar,truth,3
"The names of three trees are hidden in the sentences below. The letters are in consecutive order. Can you find them? On this farm, we get ham from a hog any time. The farmer will help in every possible way. He faced two very similar choices, both bad.",mahogany,wood,walnut,maple,0
"The names of three trees are hidden in the sentences below. The letters are in consecutive order. Can you find them? On this farm, we get ham from a hog any time. The farmer will help in every possible way. He faced two very similar choices, both bad.",cedar,mahogany,wood,maple,1
